name,times,balance,allPay,invest,y
19507,41,18842,-26047,0,0
19508,42,10670,-28797,20000,0
19509,60,13897,-26439,10000,0
19512,49,8806,-23836,10000,0
19517,33,6060,-20328,5000,0
19523,40,5704,-20270,10000,0
19526,67,15212,-28033,10000,0
19529,34,7335,-18847,10000,0
19541,50,10236,-29060,30000,0
19548,12,2426,-6930,0,0
19559,29,4524,-14748,12000,0
19562,36,8426,-24348,10000,0
19564,16,4332,-9214,10000,0
19567,37,12481,-23117,20000,0
19568,2,179,-182,0,0
19569,9,6429,-7630,10000,0
19570,35,5090,-19730,10000,0
19574,32,4144,-12875,10000,0
19575,23,4912,-17567,5000,0
19580,54,9962,-32977,10000,0
19583,30,4216,-24493,20000,0
19587,49,3852,-27515,21000,0
19588,40,12460,-29478,20000,0
19590,1,19,-890,0,0
19593,42,5601,-29770,20000,0
19594,57,4282,-26761,24000,0
19595,57,4655,-28193,17000,0
19596,19,5942,-20303,10000,0
19597,33,5139,-19540,5000,0
19598,55,9497,-24233,20000,0
19599,58,7865,-44587,25000,0
19601,41,6860,-13777,10000,1
19607,64,3299,-38480,75000,0
19611,21,4987,-10042,0,0
19613,3,4589,-1530,5000,0
19617,49,32884,-39260,0,0
19618,38,8402,-24782,25000,0
19620,42,12063,-35229,30000,0
19621,58,5211,-28185,20000,0
19625,46,16945,-29303,0,0
19627,15,9885,-8724,15000,0
19628,66,3897,-23298,32000,1
19630,25,4804,-19128,20000,0
19632,30,116728,-20201,0,0
19633,38,25173,-22186,30000,0
19634,9,1910,-6991,0,0
19637,35,14526,-22704,0,0
19638,16,6775,-8391,0,0
19640,7,206,-930,0,0
19641,2,6272,-2289,0,0
19680,42,4431,-18540,20000,0
19698,11,5689,-5097,10000,0
19700,74,7425,-23607,20000,1
19701,30,3905,-18500,15000,0
19703,9,4105,-10154,10000,0
19704,24,4646,-15930,20000,0
19705,31,12239,-17949,20000,0
19707,52,7902,-36640,20000,0
19708,24,4414,-15180,10000,0
19709,50,8509,-31081,30000,0
19710,36,4076,-16720,10000,0
19713,72,8086,-26311,27000,1
19714,38,12489,-25900,0,0
19715,41,2463,-11489,13000,1
19716,23,2247,-5624,5000,1
19717,50,5598,-21700,21000,0
19718,26,3646,-12808,10000,0
19719,42,3531,-18850,20000,0
19720,39,2917,-12087,24000,1
19721,41,2699,-16515,10000,0
19722,6,1363,-2430,0,0
19724,23,10621,-17838,20000,0
19725,43,4854,-19856,25000,0
19726,53,17085,-42630,60000,0
19727,20,4360,-13230,12000,0
19728,25,3474,-14920,11000,0
19729,57,12269,-29824,22000,0
19730,40,5134,-27735,20000,0
19731,47,11142,-27980,40000,0
19732,50,5610,-25031,30000,0
19733,40,5324,-16984,10000,0
19734,57,3118,-22744,19000,1
19736,57,9707,-27581,20000,0
19737,67,4568,-35314,30500,0
19738,42,8898,-21920,22000,0
19739,32,5212,-20032,20000,0
19740,79,12194,-48939,50000,0
19741,60,30869,-28574,0,0
19744,53,8028,-27778,0,0
19745,72,10984,-40098,40000,0
19761,48,4792,-27537,27000,0
19762,38,4592,-19583,20000,0
19764,31,8890,-21330,20000,0
19767,15,2229,-5000,0,1
19769,32,3422,-12197,25000,1
19770,19,3619,-10025,10000,0
19772,49,6155,-29750,30000,0
19776,53,4832,-23158,22000,0
19779,40,9849,-33560,30000,0
19780,30,2892,-14500,6000,0
19781,49,12150,-28640,20000,0
19782,73,13884,-40137,40000,0
19786,65,13420,-34218,0,0
19790,25,3723,-13706,10000,0
19797,33,4980,-20490,20000,0
19798,61,3654,-27436,50000,0
19800,34,8306,-29170,10000,0
19801,75,8576,-40539,20000,0
19803,57,9521,-30013,30000,0
19805,50,4375,-27070,25000,0
19806,30,6932,-18824,20000,0
19808,49,10246,-25585,30000,0
19809,36,5449,-23588,20000,0
19815,59,7327,-21942,5000,1
19817,50,5367,-24696,22000,0
19820,39,3259,-16607,7000,0
19822,60,4548,-27586,23000,0
19823,35,10427,-17455,20000,0
19829,34,4038,-14678,10000,0
19832,34,5605,-18942,20000,0
19833,45,3602,-22370,45000,0
19836,54,5503,-29406,20000,0
19841,22,5417,-12090,10000,0
19843,72,22372,-43069,30000,0
19849,25,7105,-14270,20000,0
19852,73,5298,-35107,30000,0
19855,29,25555,-22191,0,0
19858,33,4858,-19583,10000,0
19860,69,9617,-48851,50000,0
19873,47,8003,-30154,20000,0
19892,84,10400,-44235,50000,0
19893,20,3940,-5969,0,1
19894,48,7535,-24632,20000,0
19896,29,8896,-19221,0,0
19901,24,5078,-10385,10000,0
19904,48,10169,-26613,30000,0
19907,36,8114,-28130,20000,0
19915,43,8098,-26830,20000,0
19916,26,5082,-20190,20000,0
19917,50,4228,-22609,45000,0
19918,45,15366,-32606,20000,0
19920,68,4737,-37482,30000,0
19921,22,3899,-14850,14000,0
19923,52,1817,-23745,15000,0
19924,18,4122,-9690,0,0
19926,18,5555,-13610,10000,0
19928,66,18079,-32770,40000,0
19930,54,7899,-33957,30000,0
19931,72,9613,-34783,25000,0
19939,37,8928,-21212,20000,0
19940,119,8766,-40684,50000,1
19943,13,4704,-9657,10000,0
19944,65,7828,-35322,30000,0
19945,26,4734,-17390,17000,0
19946,22,4705,-8613,0,1
19948,37,5163,-16810,10000,0
19949,30,6219,-13960,0,0
19952,39,3318,-16962,12000,0
19953,43,6506,-21709,10000,0
19954,44,5558,-25563,30000,0
19955,53,9208,-34626,20000,0
19956,19,4385,-9281,10000,0
19959,74,9898,-23199,20000,1
19961,31,6484,-10297,10000,1
19974,45,4439,-27954,25000,0
19975,52,9343,-14839,0,1
19978,45,4095,-17365,30000,1
19979,42,4007,-18030,18000,0
19981,53,5083,-29260,30000,0
19983,25,4755,-16390,20000,0
19986,39,6974,-25209,10000,0
19989,29,5057,-18860,10000,0
19992,47,8586,-36670,33000,0
19993,52,5011,-19313,20000,1
19997,47,7797,-17660,24000,1
20117,34,1925,-10017,7000,1
20123,16,1939,-7011,7000,0
20124,30,3287,-18790,35000,0
20125,45,14032,-22665,20000,0
20126,6,7052,-4210,10000,0
20128,16,5063,-10663,0,0
20129,30,5443,-20019,10000,0
20130,43,4895,-14995,15000,1
20131,42,6877,-31999,30000,0
20148,47,4810,-20046,20000,0
20153,95,17293,-50083,30000,0
20165,1,5125,0,5000,0
20173,20,2183,-5538,5000,1
20179,71,4987,-30479,20000,0
20180,19,1427,-6536,1000,1
20181,12,1974,-4110,0,1
20183,6,1331,-2560,0,0
20187,59,3381,-25787,17000,0
20188,13,1767,-6580,5000,0
20189,35,8084,-37460,29000,0
20195,1,982,-1010,0,0
20197,52,7138,-27023,10000,0
20199,120,5699,-59377,100000,0
20200,11,2133,-7070,2000,0
20201,84,14424,-35662,30000,0
20204,34,2257,-13555,13000,1
20207,10,3821,-7500,5000,0
20208,23,7058,-9526,5000,0
20209,35,5338,-13412,10000,1
20211,35,6017,-18598,10000,0
20215,142,11710,-32307,40000,1
20217,30,23462,-28738,18500,0
20220,25,4580,-14390,10000,0
20222,16,3190,-9942,10000,0
20254,20,5307,-8927,10000,0
20267,96,3480,-35917,80000,1
20269,93,4741,-45317,40000,0
20270,35,5288,-21552,11000,0
20271,43,10330,-39268,20000,0
20275,39,8427,-24569,20000,0
20295,29,4506,-16124,10000,0
20297,49,2760,-22580,22000,0
20301,43,5558,-30630,30000,0
20308,117,12695,-84245,70000,0
20310,7,3147,-5020,5000,0
20311,72,4358,-39530,40000,0
20312,37,5141,-27538,22000,0
20315,46,7480,-39728,30000,0
20316,32,4645,-10051,10000,1
20318,15,4801,-10770,10000,0
20322,42,6017,-24890,15000,0
20323,71,8257,-22841,22000,1
20324,47,6885,-25282,22000,0
20326,42,4992,-24032,20000,0
20327,9,1323,-1681,0,0
20351,68,3843,-32532,60000,0
20358,55,6786,-23371,20000,0
20368,59,5547,-20769,10000,1
20377,47,5112,-16390,10000,1
20383,43,3964,-13034,12000,1
20384,30,5831,-17391,20000,0
20385,36,4892,-19709,20000,0
20386,28,5970,-16770,20000,0
20387,34,7267,-19228,10000,0
20388,20,5129,-12550,14000,0
20389,14,2775,-8310,5000,0
20390,42,4639,-23286,25000,0
20391,2,3190,-309,0,0
20393,35,3338,-21340,20000,0
20395,35,5274,-19482,20000,0
20396,75,3889,-31659,65000,0
20398,54,3588,-27315,45000,0
20403,43,11340,-24810,15000,0
20409,46,14155,-30404,28000,0
20421,10,1659,-3058,0,0
20422,8,1969,-2294,0,0
20423,41,8019,-31369,20000,0
20424,66,5143,-32490,30000,0
20426,38,9884,-29640,30000,0
20429,21,7090,-13770,10000,0
20430,28,8804,-19933,20000,0
20431,42,4799,-23907,18000,0
20433,17,2413,-7800,6000,0
20434,7,897,-394,1000,0
20435,28,10734,-20057,20000,0
20438,46,4734,-30255,30000,0
20439,38,11683,-18284,20000,0
20441,7,7184,-5760,10000,0
20443,33,1755,-11941,11000,1
20444,82,6083,-40042,30000,0
20445,4,452,-326,0,0
20447,55,8720,-35877,30000,0
20449,87,6244,-26722,30000,1
20452,24,6343,-12964,0,0
20453,53,19356,-28908,30000,0
20455,29,12384,-20590,0,0
20458,26,7574,-12404,0,0
20460,32,13573,-19260,0,0
20461,44,7726,-26116,20000,0
20462,50,9837,-30290,40000,0
20464,47,12797,-30182,20000,0
20467,37,8397,-28000,20000,0
20470,33,4990,-13350,0,0
20486,40,9698,-28245,5000,0
20496,61,20209,-36331,0,0
20497,45,3716,-18932,14000,0
20498,26,3905,-17520,35000,0
20501,70,4808,-20930,20000,1
20505,8,1913,-1050,0,0
20527,64,7732,-32981,20000,0
20528,27,18622,-21715,30000,0
20529,32,10279,-22900,20000,0
20530,32,4942,-17593,10000,0
20531,74,15818,-42773,30000,0
20533,4,873,-1700,0,0
20534,23,3575,-17267,10000,0
20535,34,2795,-15356,12000,0
20536,36,4628,-17730,11000,0
20537,9,2919,-6770,0,0
20539,9,1623,-4336,0,0
20545,39,8736,-20391,10000,0
20546,85,17855,-34598,30000,0
20547,43,3827,-21365,20000,0
20548,58,6280,-21792,20000,1
20549,48,6602,-36439,20000,0
20555,83,3477,-40572,80000,0
20556,9,4412,-8190,0,0
20557,46,5536,-27006,30000,0
20558,23,2928,-11497,10000,0
20559,28,4933,-19986,13000,0
20560,51,17716,-35020,10000,0
20561,82,15882,-48310,50000,0
20562,56,18019,-32955,30000,0
20563,33,7070,-20349,0,0
20564,93,3641,-46381,90000,0
20568,61,4361,-30093,25000,0
20569,62,12249,-27893,5000,0
20570,32,4963,-18140,10000,0
20572,70,3951,-29344,27000,0
20578,53,9264,-25735,30000,0
20579,9,4646,-4550,0,0
20581,24,5889,-16170,18500,0
20582,33,9249,-14589,0,0
20586,40,4102,-20240,20000,0
20593,54,5096,-36558,35000,0
20597,40,4653,-18160,10000,0
20598,60,6956,-31920,32000,0
20600,35,6004,-20230,10000,0
20605,45,9894,-20594,15000,0
20608,19,5939,-14450,10000,0
20609,35,10879,-22170,30000,0
20610,43,6711,-24200,20000,0
20612,24,5490,-15127,10000,0
20614,29,4901,-19380,20000,0
20619,39,3769,-20723,15000,0
20621,52,8876,-24492,25000,0
20622,59,8633,-35367,30000,0
20623,90,12681,-44490,40000,0
20624,62,10266,-43733,40000,0
20625,28,4525,-17486,10000,0
20627,46,5739,-31911,25000,0
20639,15,2261,-4777,5000,1
20641,14,4071,-10404,0,0
20647,147,4955,-50944,43000,1
20651,27,4445,-15100,15000,0
20654,8,724,-1693,0,0
20657,14,3768,-7358,0,0
20658,19,14047,-13380,0,0
20667,32,11546,-17564,20000,0
20674,49,11985,-28704,33000,0
20675,26,4205,-12600,10000,0
20689,34,12308,-17989,0,0
20693,31,13621,-25376,20000,0
20696,58,13941,-36810,40000,0
20698,30,3521,-14346,5000,0
20699,37,2471,-6131,15000,1
20701,82,4854,-24201,25000,1
20705,42,5271,-22864,20000,0
20706,66,14949,-41974,50000,0
20708,16,1974,-6885,5000,0
20709,20,2471,-6885,0,1
20710,135,8588,-104749,88000,0
20711,19,6970,-12918,0,0
20713,18,5391,-9860,10000,0
20716,94,9687,-49292,40000,0
20718,70,7947,-13967,0,1
20719,29,13211,-21469,30000,0
20721,79,6345,-35253,20000,0
20722,58,4236,-29061,25000,0
20724,96,6971,-31990,30000,1
20725,44,5017,-18212,20000,0
20733,4,1307,-1019,0,0
20734,17,13146,-12490,20000,0
20738,10,5795,-3255,0,0
20739,45,7839,-15941,0,1
20740,40,6166,-15031,10000,1
20744,77,5213,-32495,40000,0
20746,34,5525,-16911,10000,0
20747,33,3087,-13909,15000,0
20748,48,5304,-25730,25000,0
20750,60,10631,-29131,20000,0
20751,17,6736,-8680,10000,0
20752,42,4841,-23402,22000,0
20753,27,5865,-16294,15000,0
20754,64,4138,-29609,25000,0
20755,27,4479,-14874,15000,0
20756,23,11328,-17811,20000,0
20757,35,15750,-24248,30000,0
20758,1,133,-80,0,0
20759,25,5010,-11183,10000,0
20760,9,3290,-2534,10000,0
20761,3,654,-2730,0,0
20762,69,6757,-45392,47000,0
20763,22,4801,-18700,15000,0
20764,31,5616,-20074,20000,0
20765,50,6424,-19829,10000,1
20768,24,2106,-8816,5000,1
20769,20,5046,-7201,10000,1
20771,29,5548,-12745,16000,0
20772,45,17286,-23281,30000,0
20773,2,116,-99,0,0
20774,43,4816,-26864,20000,0
20775,1,9110,-332,0,0
20777,45,7199,-9576,13000,1
20778,43,8884,-29705,20000,0
20779,56,5084,-21276,20000,1
20780,16,7466,-9476,10000,0
20781,20,5303,-10048,10000,0
20782,16,15590,-7600,20000,0
20784,55,10619,-36341,35000,0
20785,22,41852,-11670,40000,0
20786,37,9079,-29027,20000,0
20787,16,2323,-4840,4000,1
20789,10,7739,-10130,10000,0
20790,28,4616,-11154,10000,1
20791,56,16513,-49320,30000,0
20792,46,5606,-21599,20000,0
20793,51,4812,-20170,20000,1
20794,34,10617,-20731,30000,0
20796,21,4093,-9655,10000,0
20797,55,8349,-26763,40000,0
20798,82,6931,-26967,30000,1
20799,30,3776,-16030,10000,0
20800,46,7405,-19032,20000,0
20802,37,11123,-17122,20000,0
20803,59,14738,-25547,0,0
20804,14,6096,-7869,10000,0
20805,62,15206,-43891,20000,0
20806,4,331,-483,0,0
20807,74,8526,-35952,20000,0
20808,56,24666,-29119,0,0
20809,34,4306,-13716,15000,0
20810,18,4300,-8122,10000,0
20813,7,1252,-2220,0,0
20814,45,5542,-20434,10000,0
20826,21,4268,-17204,10000,0
20828,31,20464,-33470,45000,0
20829,35,10691,-21116,20000,0
20830,32,9837,-20073,20000,0
20831,52,3403,-25085,45000,0
20833,23,4849,-14076,20000,0
20834,26,6401,-14010,15000,0
20835,54,7723,-28735,10000,0
20837,59,9601,-27810,20000,0
20839,36,11012,-25963,20000,0
20840,33,10486,-23491,20000,0
20841,21,6632,-14040,10000,0
20842,43,6715,-24245,9000,0
20843,43,3914,-22381,15000,0
20844,54,5182,-23114,25000,0
20847,49,9325,-20029,10000,0
20848,23,4755,-8618,10000,1
20851,27,26817,-6415,30000,1
20852,56,4113,-27928,30000,0
20853,29,5193,-12105,10000,0
20855,3,268,-140,0,0
20856,40,7899,-29400,20000,0
20857,55,7863,-20871,10000,1
20858,53,4614,-18757,20000,1
20859,13,4576,-10834,0,0
20860,36,9088,-22878,0,0
20861,34,4322,-19187,12000,0
20862,38,8814,-30737,13000,0
20863,118,11071,-36827,40000,1
20864,40,6997,-25290,10000,0
20866,31,5194,-20498,20000,0
20867,57,4981,-19151,20000,1
20868,30,2402,-9702,8000,1
20869,46,4248,-22664,20000,0
20871,39,4869,-20764,19000,0
20872,34,5507,-28166,20000,0
20873,23,5019,-14774,10000,0
20874,59,3885,-21281,50000,1
20876,49,5333,-23839,20000,0
20877,56,8678,-27609,26000,0
20878,49,4938,-19549,20000,1
20880,28,43154,-29087,0,0
20882,59,9759,-37643,40000,0
20883,40,8408,-21822,20000,0
20884,49,17967,-42768,30000,0
20885,31,8683,-20643,20000,0
20889,21,8808,-14018,0,0
20891,21,4218,-12909,5000,0
20893,20,22329,-14255,30000,0
20895,33,4961,-22023,10000,0
20896,33,6830,-24770,20000,0
20897,6,3970,-3815,5000,0
20902,11,4308,-8644,0,0
20903,10,1823,-5718,0,0
20904,33,6493,-21730,10000,0
20906,78,10328,-31366,20000,0
20907,31,2409,-9177,9000,1
20909,16,19081,-7246,20000,0
20910,6,1097,-420,0,0
20911,16,1663,-4658,3000,1
20912,20,1217,-6388,2000,1
20913,68,12812,-38546,15000,0
20914,25,4815,-10967,10000,0
20915,79,11472,-38784,20000,0
20921,51,14369,-30362,20000,0
20922,10,2087,-7680,0,0
20924,43,4913,-25495,20000,0
20925,62,8904,-26778,20000,0
20927,47,4575,-20387,13000,0
20928,52,3243,-24559,21000,0
20929,34,5110,-10698,10000,1
20931,24,4349,-18824,15000,0
20932,1,51,-70,0,0
20935,28,4674,-14520,10000,0
20936,58,7379,-28918,25000,0
20938,38,8047,-13576,0,1
20946,26,8781,-17821,0,0
20949,34,7292,-24367,10000,0
20951,9,5445,-9610,0,0
20952,18,4772,-9790,10000,0
20955,20,13025,-17270,0,0
20956,22,5236,-10788,0,0
20958,47,10036,-29857,40000,0
20959,44,5705,-30072,30000,0
20960,24,4433,-12503,10000,0
20961,30,20517,-20740,0,0
20962,38,4792,-19570,20000,0
20963,56,5768,-34405,30000,0
20964,48,8826,-22247,20000,0
20965,43,6566,-20438,10000,0
20967,41,4130,-24134,20000,0
20970,53,4820,-20969,22000,1
20971,17,6203,-8413,10000,0
20973,3,580,-1660,0,0
20977,56,5864,-23792,20000,0
20979,38,9079,-5518,10000,1
20981,23,4536,-10690,10000,0
20984,46,10516,-22156,20000,0
20988,32,8667,-12359,15000,1
20996,26,2620,-9369,5000,1
21009,3,147,-140,0,0
21029,7,3288,-4390,5000,0
21050,5,2872,-4770,0,0
21051,18,2470,-4359,0,1
21052,30,2420,-6374,5000,1
21054,44,5515,-25268,25000,0
21056,22,6152,-14454,5000,0
21057,19,9228,-5629,0,1
21058,25,4106,-9420,10000,1
21061,74,25909,-28943,30000,1
21062,28,9177,-8463,15000,1
21064,21,1053,-2358,0,1
21065,13,5894,-3661,0,1
21068,48,7102,-25515,20000,0
21069,19,1437,-2272,0,1
21072,13,7583,-5832,10000,0
21074,2,4571,-2420,0,0
21075,15,5481,-5420,0,1
21077,11,198,-380,0,1
21080,9,4115,-6644,0,0
21081,9,5983,-7360,0,0
21082,39,5736,-37100,40000,0
21085,40,6255,-16161,10000,0
21087,5,1351,-2600,0,0
21090,39,5638,-14614,5000,1
21091,43,9846,-25277,10000,0
21094,13,5997,-11860,10000,0
21095,5,479,-716,0,0
21098,10,1059,-3331,0,0
21100,64,4810,-23820,24000,1
21101,37,4265,-15850,15000,0
21103,37,3787,-24763,20000,0
21116,35,10708,-19914,0,0
21117,98,4727,-14544,12000,1
21118,28,5412,-13434,10000,0
21121,67,5722,-32455,20000,0
21126,74,9706,-62108,40000,0
21127,28,7559,-15496,0,0
21128,45,7068,-22546,20000,0
21129,32,7456,-18668,10000,0
21130,69,11141,-36121,50000,0
21134,55,4613,-14619,10000,1
21138,37,11163,-25544,30000,0
21139,81,12714,-41420,34000,0
21140,45,11577,-31842,40000,0
21141,48,5662,-22933,20000,0
21142,27,10127,-16696,0,0
21144,67,5578,-28147,30000,0
21145,34,5152,-19415,0,0
21146,17,4150,-7617,10000,0
21147,76,7595,-33111,30000,0
21148,64,4773,-25348,25000,1
21149,26,4121,-14320,10000,0
21154,35,8653,-23970,20000,0
21155,20,3734,-15519,0,0
21156,30,4819,-20969,20000,0
21157,21,5732,-7686,10000,1
21159,35,5041,-14930,15000,0
21160,24,7005,-11080,15000,0
21162,15,4004,-7286,0,0
21165,38,3096,-20809,30000,0
21167,76,10251,-25650,20000,1
21168,39,4842,-19227,20000,0
21169,48,17850,-24974,30000,0
21170,45,3833,-15035,15000,1
21171,33,3320,-17268,30000,0
21172,45,7318,-16270,10000,1
21173,5,1125,-3300,0,0
21174,38,6167,-21196,10000,0
21175,11,7615,-4261,10000,1
21177,29,10170,-21156,20000,0
21178,110,8926,-40577,20000,1
21179,102,8998,-41676,30000,0
21180,51,7939,-16611,0,1
21181,16,4845,-12676,0,0
21182,18,1711,-7240,5000,0
21185,30,8916,-20040,20000,0
21186,21,4304,-10286,10000,0
21187,3,88,-160,0,0
21188,44,9483,-20570,20000,0
21191,7,2434,-3730,0,0
21192,12,3113,-8320,5000,0
21196,50,24693,-19038,30000,1
21198,43,9525,-27181,21000,0
21199,30,5630,-20114,20000,0
21200,79,12759,-32210,20000,0
21201,39,8364,-18398,10000,0
21203,55,6166,-31568,20000,0
21207,32,3658,-19790,35000,0
21209,31,5060,-16300,5000,0
21211,18,4598,-10838,10000,0
21218,55,6414,-27704,20000,0
21233,20,2493,-15424,19000,0
21242,16,4523,-12270,10000,0
21243,21,6004,-22269,22000,0
21246,15,13626,-15670,20000,0
21247,26,12523,-20638,0,0
21249,27,10564,-18243,0,0
21250,51,4731,-24832,20000,0
21251,14,2927,-561,0,1
21252,25,4769,-12613,20000,0
21253,2,877,-1990,0,0
21254,2,398,-701,0,0
21255,4,16076,-3150,0,0
21256,46,4573,-16287,10000,1
21257,2,4125,-1400,0,0
21258,12,5691,-7521,10000,0
21259,19,9955,-10794,0,0
21260,9,6376,-7300,10000,0
21261,9,4029,-6560,0,0
21262,64,7481,-36636,30000,0
21263,11,5124,-9620,10000,0
21264,38,5584,-19538,10000,0
21265,19,8177,-16900,0,0
21266,49,8289,-39370,30000,0
21270,55,4974,-26320,20000,0
21271,54,4671,-26725,20000,0
21272,44,5764,-24852,20000,0
21274,48,9815,-27742,30000,0
21276,47,4019,-24380,8500,0
21278,23,4906,-19196,20000,0
21279,101,5410,-51891,50000,0
21281,20,2524,-8997,2000,0
21282,25,9377,-13254,0,0
21378,23,4559,-8404,10000,1
21383,64,15405,-32865,30000,0
21390,35,6133,-20918,10000,0
21391,31,5989,-16927,10000,0
21393,22,5425,-10669,0,0
21394,32,6750,-19181,0,0
21396,40,14544,-39904,40000,0
21404,37,5137,-19626,20000,0
21406,39,6574,-28171,25000,0
21408,63,7785,-41754,40000,0
21411,46,14962,-24131,30000,0
21412,71,8516,-47962,35000,0
21414,48,13660,-30065,30000,0
21417,26,3692,-15481,15000,0
21418,23,4712,-10482,10000,0
21419,39,6215,-16870,20000,0
21420,53,4482,-17780,40000,1
21421,92,12223,-53728,60000,0
21424,73,5439,-18510,20000,1
21425,78,8949,-40720,45000,0
21427,22,4249,-9021,10000,0
21431,3,991,-3210,0,0
21432,44,3448,-15617,10000,1
21452,21,4481,-12880,10000,0
21453,18,4516,-12454,10000,0
21471,40,8341,-23130,5000,0
21477,57,5039,-32650,30000,0
21478,31,2836,-16681,15000,0
21480,27,5183,-11896,10000,0
21482,58,5098,-21310,25000,1
21484,36,12442,-28790,30000,0
21485,26,6130,-11787,0,0
21486,41,12036,-22661,15000,0
21487,26,6658,-14062,20000,0
21488,17,5210,-10370,10000,0
21489,41,12170,-23535,20000,0
21491,31,23183,-21093,0,0
21493,53,655,-647,0,1
21495,70,19717,-21235,20000,1
21499,72,6834,-51239,50000,0
21500,24,5624,-11985,10000,0
21501,58,22088,-27067,50000,0
21502,56,9219,-30746,20000,0
21503,109,9794,-80100,75000,0
21504,25,4699,-11586,14000,0
21505,51,6044,-28277,15000,0
21506,34,4767,-20016,20000,0
21507,13,5544,-10220,10000,0
21510,20,9980,-18040,0,0
21512,57,5242,-22437,25000,1
21515,15,11479,-13780,20000,0
21530,17,6893,-9701,0,0
21531,66,15775,-44622,50000,0
21532,25,5681,-18030,10000,0
21533,21,4667,-9720,10000,0
21537,27,5240,-22330,20000,0
21538,42,12516,-33124,10000,0
21539,30,26738,-18574,0,0
21540,19,10890,-9777,10000,0
21541,23,11955,-15707,20000,0
21542,27,4320,-18810,16000,0
21544,42,6185,-19382,5000,0
21545,56,6060,-35435,50000,0
